,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.0194091796875,110737200.0,2.0,2.9849228538489285,91.78661465999886,79.39049639346794,62.80715684936151,107.5074165097809,26.844631784261225,83.10735982259115,76.95234025319418,28.6200008392334,53.06852533397494
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,226.98036193847656,6575800.0,2.0,3.4369201647142233,219.64929999709412,189.23029747605042,61.279644174040506,270.09480086502487,29.661265471781245,203.07262471516927,204.08676834106444,28.6200008392334,53.06852533397494
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,89.77212524414062,3301000.0,2.0,-0.37938313742763796,107.64885111505617,85.55382375066648,48.50481478076145,-66.27672621813939,1.8251773356804997,94.80075454711914,88.41622912089029,28.6200008392334,53.06852533397494
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.72113910561671,160.93286327475437,50.92577107885617,24.220608346258853,9.06255092455943,176.4723347981771,155.6141675313314,28.6200008392334,53.06852533397494
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,116.09516906738281,2807800.0,2.0,1.224568827114652,125.69118755525359,109.0723004513382,52.86541642033634,35.797044381970494,11.101666339373844,114.90315551757813,109.35475565592448,28.6200008392334,53.06852533397494
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.63966369628906,4754600.0,2.0,4.1867927471273845,194.8172046142015,168.81879239507583,58.10431202351277,139.94776145563694,21.493815905596353,179.95626322428384,170.72548650105793,28.6200008392334,53.06852533397494
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.065391540527344,17129500.0,2.0,0.25726185751701536,43.176729084210656,39.02003872279618,53.16053346402992,19.389909290934913,10.317517399998735,41.049644724527994,39.37930234273275,28.6200008392334,53.06852533397494
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,74.30827331542969,6379400.0,2.0,-0.9736979756121684,86.80912111243781,70.20591413536492,47.829174709839236,-92.25835836230968,6.475812082140525,78.62158482869467,76.21481094360351,28.6200008392334,53.06852533397494
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.64289093017578,11930900.0,2.0,-0.9668103751689472,126.83776730253405,106.09906894014173,49.23569446288801,-76.94274338376943,0.030421825295532074,117.24987080891927,111.01734987894694,28.6200008392334,53.06852533397494
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,179.99227905273438,2620100.0,2.0,0.5644237114807993,202.78576998445675,170.71941952970343,50.96275336864033,-35.698714375995515,4.814324306706714,183.7917719523112,172.83907216389974,28.6200008392334,53.06852533397494
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,226.8759002685547,3677300.0,2.0,2.1743931915243593,236.30780771091005,217.950525113797,55.509684693285315,20.619391405272697,11.19520728187085,225.8508768717448,211.6158810933431,28.6200008392334,53.06852533397494
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,133.68968200683594,2609500.0,2.0,-0.3051121165546249,150.2573268013643,124.22910508340135,49.9925417510101,-33.48183820671015,4.090258668816822,136.26341705322267,130.48841387430826,28.6200008392334,53.06852533397494
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,94.42755126953125,4869967.0,2.0,-1.008463326573434,107.12321225261482,89.48428057575433,47.48971375695699,-74.24021295132671,5.067576968101785,98.34357630411783,96.94591051737467,28.6200008392334,53.06852533397494
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,52.97262954711914,14748100.0,2.0,-0.5195769015765848,58.07067759581136,50.88575665406657,48.71406425246577,-79.04196718280761,2.60110338441837,55.047634760538735,54.05457388559977,28.6200008392334,53.06852533397494
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,126.7876205444336,6174800.0,2.0,-1.505389285175312,134.42674820931245,123.71396605460359,46.81583965728804,-95.27830050968315,8.263697711610183,130.18181177775065,131.75299733479818,28.6200008392334,53.06852533397494
0,2020-07-01,JPM,94.88999938964844,95.70999908447266,93.02999877929688,83.51781463623047,18755700.0,2.0,-0.9915042870661495,100.9894943673345,78.52543635776316,46.82895307373555,-79.28636640331581,1.004041399889134,88.70834274291992,85.45276527404785,28.6200008392334,53.06852533397494
0,2020-07-01,KO,44.93000030517578,45.529998779296875,44.709999084472656,39.94716262817383,14316500.0,2.0,-0.3969311899682779,44.04510057168998,38.31441137594185,46.68584132322027,-78.2448287808145,11.815029494683914,41.128028615315756,40.863288497924806,28.6200008392334,53.06852533397494
0,2020-07-01,MCD,184.9499969482422,186.44000244140625,183.72000122070312,169.6791229248047,2193800.0,2.0,-0.6733875164431993,184.8121706654474,162.93537724715026,49.65614697204511,-58.54347661409748,1.9739374332015578,172.9504857381185,169.0102274576823,28.6200008392334,53.06852533397494
0,2020-07-01,MMM,156.33999633789062,157.8000030517578,155.30999755859375,131.70632934570312,1625600.0,2.0,0.4120204550210076,142.38884338061732,126.19188934643344,51.655364464296774,-11.967877896588002,6.689062569151514,132.97934900919597,127.94541956583659,28.6200008392334,53.06852533397494
0,2020-07-01,MRK,73.88359069824219,75.32442474365234,73.58778381347656,66.35501861572266,9948769.0,2.0,-0.37472444266916227,70.11718669491003,61.96523365421106,50.13723922923016,-1.2193455184245332,2.0336943473448765,66.12981414794922,66.71041507720948,28.6200008392334,53.06852533397494
0,2020-07-01,MSFT,203.13999938964844,206.35000610351562,201.77000427246094,197.98023986816406,32061200.0,2.0,4.88344421735539,200.25695174466145,176.06896225680342,61.18490405889094,140.8133246093233,26.830950316497017,184.55975392659505,177.30868225097657,28.6200008392334,53.06852533397494
0,2020-07-01,NKE,98.5,98.72000122070312,97.11000061035156,93.69230651855469,5733800.0,2.0,0.6023939229363009,100.95428308841332,89.78263784054175,52.34781660638226,-25.362502512115533,1.7758399757691958,94.920263671875,89.48300730387369,28.6200008392334,53.06852533397494
0,2020-07-01,PG,119.6500015258789,120.38999938964844,118.9000015258789,109.37354278564453,6501200.0,2.0,0.5787311900815411,109.88458091926158,104.89340446281851,53.50850650539142,114.07837143710896,4.48321400068599,106.51416295369467,106.3730847676595,28.6200008392334,53.06852533397494
0,2020-07-01,TRV,113.95999908447266,114.79000091552734,112.19999694824219,103.37642669677734,930500.0,2.0,1.48308885262135,115.30339788021065,98.52137628971123,51.84925639499801,9.0132176630878,1.1884633352073075,103.35009129842122,97.05076484680175,28.6200008392334,53.06852533397494
0,2020-07-01,UNH,295.8299865722656,300.3999938964844,295.239990234375,282.2853088378906,2303800.0,2.0,0.3741151735753192,294.5632698176522,263.7716789128166,53.23657192538477,18.237204508883202,4.529781614584653,280.20005187988284,273.86283543904625,28.6200008392334,53.06852533397494
0,2020-07-01,V,193.85000610351562,195.35000610351562,192.66000366210938,188.721923828125,6394100.0,2.0,1.0182982381263912,195.78372896445552,182.45678464638434,53.31962376517548,-7.435728758550916,5.2181692351836935,189.00890655517577,179.59191029866537,28.6200008392334,53.06852533397494
0,2020-07-01,VZ,55.09000015258789,55.33000183105469,54.58000183105469,44.44873809814453,12831600.0,2.0,-0.39298302061703083,47.93286968238918,43.22240528098972,47.04128584654981,-54.156399846488,6.251759706914492,45.39592297871908,45.7713929494222,28.6200008392334,53.06852533397494
0,2020-07-01,WBA,42.150001525878906,42.77000045776367,40.75,33.917972564697266,7063200.0,2.0,-0.165148340341716,38.36671115766466,32.67186992754042,46.45702849589062,-56.15226576723797,7.301860513228532,35.291123962402345,35.06258153915405,28.6200008392334,53.06852533397494
0,2020-07-01,WMT,39.81666564941406,39.973331451416016,39.5533332824707,37.66115951538086,19733700.0,2.0,-0.2702764549955745,38.58579043771512,36.91462078665012,48.04068230568071,-68.39058328786722,0.7116659456727636,38.17499046325683,38.82784792582194,28.6200008392334,53.06852533397494
